Sample,Family_ID,Population,Population_Description,Gender,Relationship,Unexpected_Parent_Child,Non_Paternity,Siblings,Grandparents,Avuncular,Half_Siblings,Unknown_Second_Order,Third_Order,In_Low_Coverage_Pilot,LC_Pilot_Platforms,LC_Pilot_Centers,In_High_Coverage_Pilot,HC_Pilot_Platforms,HC_Pilot_Centers,In_Exon_Targetted_Pilot,ET_Pilot_Platforms,ET_Pilot_Centers,Has_Sequence_in_Phase1,Phase1_LC_Platform,Phase1_LC_Centers,Phase1_E_Platform,Phase1_E_Centers,In_Phase1_Integrated_Variant_Set,Has_Phase1_chrY_SNPS,Has_phase1_chrY_Deletions,Has_phase1_chrMT_SNPs,Main_project_LC_Centers,Main_project_LC_platform,Total_LC_Sequence,LC_Non_Duplicated_Aligned_Coverage,Main_Project_E_Centers,Main_Project_E_Platform,Total_Exome_Sequence,X_Targets_Covered_to_20x_or_greater,VerifyBam_E_Omni_Free,VerifyBam_E_Affy_Free,VerifyBam_E_Omni_Chip,VerifyBam_E_Affy_Chip,VerifyBam_LC_Omni_Free,VerifyBam_LC_Affy_Free,VerifyBam_LC_Omni_Chip,VerifyBam_LC_Affy_Chip,LC_Indel_Ratio,E_Indel_Ratio,LC_Passed_QC,E_Passed_QC,In_Final_Phase_Variant_Calling,Has_Omni_Genotypes,Has_Axiom_Genotypes,Has_Affy_6_0_Genotypes,Has_Exome_LOF_Genotypes,EBV_Coverage,DNA_Source_from_Coriell,Has_Sequence_from_Blood_in_Index,Super_Population,Super_Population_Description
HG03076,SL09,MSL,Mende in Sierra Leone,female,mother,,,,,,,,,,,,,,,,,,,,,,,,,,,SC,ILLUMINA,12451583700.0,4.35,,,,,,,,,0.00011,0.00335,,0.0039700000000000004,0.83,,1.0,,,,,1.0,,103.5,LCL,,AFR,African
HG03077,HG03077,MSL,Mende in Sierra Leone,male,unrel,,,,,,,,,,,,,,,,,,,,,,,,,,,BGI,ILLUMINA,25001882100.0,8.44,BGI,ILLUMINA,14561930700.0,0.95247,0.0016600000000000002,0.00157,,0.00162,0.00015,0.00011999999999999999,,0.0005,0.85,0.88,1.0,1.0,1.0,,,1.0,,63.87,LCL,,AFR,African
HG03078,HG03078,MSL,Mende in Sierra Leone,male,unrel,,,,,,,,,,,,,,,,,,,,,,,,,,,BI,ILLUMINA,35618734336.0,10.7,BI,ILLUMINA,9423301712.0,0.918206,0.00389,0.00491,,0.00491,0.00201,0.0030800000000000003,,0.0035299999999999997,0.96,1.12,1.0,1.0,1.0,,,1.0,,257.81,LCL,,AFR,African
HG03079,SL10,MSL,Mende in Sierra Leone,female,mother,,,,,,,,,,,,,,,,,,,,,,,,,,,BGI,ILLUMINA,24331447800.0,8.25,BGI,ILLUMINA,11111725000.0,0.9371950000000001,0.0030600000000000002,0.00355,,0.00366,0.00036,0.0009199999999999999,,0.0009400000000000001,0.84,0.87,1.0,1.0,1.0,,,1.0,,328.14,LCL,,AFR,African
HG03080,SL10,MSL,Mende in Sierra Leone,female,child,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,AFR,African
HG03081,SL11,MSL,Mende in Sierra Leone,male,father,,,,,,,,,,,,,,,,,,,,,,,,,,,SC,ILLUMINA,22277338400.0,7.79,BGI,ILLUMINA,11462547700.0,0.9409870000000001,0.00227,0.0027,,0.0027,0.00057,0.00164,,0.00185,0.78,0.85,1.0,1.0,1.0,,,1.0,,383.39,LCL,,AFR,African
HG03082,SL11,MSL,Mende in Sierra Leone,female,mother,,,,,,,,,,,,,,,,,,,,,,,,,,,BGI,ILLUMINA,22266590600.0,7.55,BGI,ILLUMINA,25240750900.0,0.958252,0.00256,0.0027300000000000002,,0.00256,0.0014199999999999998,0.00312,,0.00329,0.84,0.9,1.0,1.0,1.0,,,1.0,,113.49,LCL,,AFR,African
HG03084,HG03084,MSL,Mende in Sierra Leone,male,unrels,,,,,,,,,,,,,,,,,,,,,,,,,,,BI,ILLUMINA,35203687158.0,10.54,BI,ILLUMINA,8690023768.0,0.9104479999999999,0.00456,0.00524,,0.00541,0.0018100000000000002,0.00305,,0.0033299999999999996,0.93,1.25,1.0,1.0,1.0,,,1.0,,58.86,LCL,,AFR,African
HG03085,HG03085,MSL,Mende in Sierra Leone,female,unrels,,,,,,,,,,,,,,,,,,,,,,,,,,,BI,ILLUMINA,33384125799.0,10.14,BI,ILLUMINA,7214734492.0,0.897006,0.0048200000000000005,0.00576,,0.0056,0.00217,0.0036200000000000004,,0.0035700000000000003,0.96,1.25,1.0,1.0,1.0,,,1.0,,97.23,LCL,,AFR,African
HG03086,HG03086,MSL,Mende in Sierra Leone,female,unrel,,,,,,,,,,,,,,,,,,,,,,,,,,,BGI,ILLUMINA,22848743800.0,7.73,BGI,ILLUMINA,6581610600.0,0.849504,0.00137,0.00139,,0.00149,0.0001,0.00039,,0.00047999999999999996,0.84,0.88,1.0,1.0,1.0,,,1.0,,115.99,LCL,,AFR,African
HG03088,SL13,MSL,Mende in Sierra Leone,female,mother,,,,,,,,,,,,,,,,,,,,,,,,,,,SC,ILLUMINA,11078964500.0,3.9,BGI,ILLUMINA,17417032200.0,0.947368,0.00317,0.0034,,0.0033399999999999997,1e-05,0.00202,,0.0018899999999999998,0.79,0.87,1.0,1.0,1.0,,,1.0,,210.19,LCL,,AFR,African
HG03091,SL14,MSL,Mende in Sierra Leone,female,mother,,,,,,,,,,,,,,,,,,,,,,,,,,,BGI,ILLUMINA,19762518300.0,6.72,BGI,ILLUMINA,11499968300.0,0.9177120000000001,0.0027199999999999998,0.0037700000000000003,,0.0037700000000000003,,0.00022,,0.00037,0.84,0.89,1.0,1.0,1.0,,,1.0,,88.46,LCL,,AFR,African
HG03095,SL15,MSL,Mende in Sierra Leone,female,child,,,,,,,,,,,,,,,,,,,,,,,,,,,BGI,ILLUMINA,26117567600.0,8.85,BGI,ILLUMINA,17584290700.0,0.946361,0.027410000000000004,0.030389999999999997,,0.030639999999999997,0.00237,0.00387,,0.00398,0.84,0.89,1.0,1.0,1.0,,,1.0,,189.49,LCL,,AFR,African
HG03096,SL16,MSL,Mende in Sierra Leone,male,father,,,,,,,,,,,,,,,,,,,,,,,,,,,BI,ILLUMINA,36972762960.0,11.28,BI,ILLUMINA,9726405064.0,0.922761,0.00492,0.00621,,0.00598,0.00259,0.00398,,0.0042899999999999995,0.95,1.01,1.0,1.0,1.0,,,1.0,,63.85,LCL,,AFR,African
HG03097,SL16,MSL,Mende in Sierra Leone,female,mother,,,,,,,,HG03073,,,,,,,,,,,,,,,,,,,BI,ILLUMINA,43774335361.0,13.29,BI,ILLUMINA,9168845352.0,0.916861,0.00557,0.00655,,0.00647,0.0039700000000000004,0.00566,,0.00554,0.98,1.05,1.0,1.0,1.0,,,1.0,,64.0,LCL,,AFR,African
HG03098,SL16,MSL,Mende in Sierra Leone,male,child,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,AFR,African
HG03099,NG26,ESN,Esan in Nigeria,female,mother,,,,,,,,,,,,,,,,,,,,,,,,,,,BI,ILLUMINA,36578948810.0,11.11,BI,ILLUMINA,8777526748.0,0.9135,0.00446,0.00566,,0.0054600000000000004,0.00243,0.00367,,0.0035600000000000002,0.94,1.08,1.0,1.0,1.0,,,1.0,,65.67,LCL,,AFR,African
HG03100,NG26,ESN,Esan in Nigeria,male,father,,,,,,,,,,,,,,,,,,,,,,,,,,,BI,ILLUMINA,31549355557.0,9.64,BI,ILLUMINA,10171147564.0,0.8910319999999999,0.0065,0.00812,,0.008320000000000001,0.0025399999999999997,0.00405,,0.004379999999999999,0.96,1.11,1.0,1.0,1.0,,,1.0,,325.2,LCL,,AFR,African
HG03101,NG26,ESN,Esan in Nigeria,male,child,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,AFR,African
HG03103,NG27,ESN,Esan in Nigeria,male,father,,,,,,,,,,,,,,,,,,,,,,,,,,,BGI,ILLUMINA,24146690900.0,8.14,BGI,ILLUMINA,14442077200.0,0.9497959999999999,0.00579,0.00627,,0.006379999999999999,0.0002,0.00042,,0.0015300000000000001,0.84,0.9,1.0,1.0,1.0,,,1.0,,94.35,LCL,,AFR,African
HG03104,NG27,ESN,Esan in Nigeria,female,child,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,AFR,African
HG03105,NG28,ESN,Esan in Nigeria,female,mother,,,,,,,,,,,,,,,,,,,,,,,,,,,BGI,ILLUMINA,25821458800.0,8.66,BGI,ILLUMINA,13048114100.0,0.9441370000000001,0.0172,0.019780000000000002,,0.019530000000000002,0.00139,0.00267,,0.0027300000000000002,0.84,0.9,1.0,1.0,1.0,,,1.0,,128.46,LCL,,AFR,African
HG03107,NG28,ESN,Esan in Nigeria,female,child,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,AFR,African
HG03108,NG29,ESN,Esan in Nigeria,female,mother,,,,,,,,,,,,,,,,,,,,,,,,,,,BI,ILLUMINA,36813471820.0,11.05,BI,ILLUMINA,7380022484.0,0.9012190000000001,0.00502,0.00645,,0.00635,0.008409999999999999,0.011059999999999999,,0.011000000000000001,1.04,1.19,1.0,1.0,1.0,,,1.0,,120.95,LCL,,AFR,African
HG03109,NG29,ESN,Esan in Nigeria,male,father,,,,,,,,,,,,,,,,,,,,,,,,,,,BI,ILLUMINA,32785012181.0,9.89,BI,ILLUMINA,8977173200.0,0.9153690000000001,0.00446,0.0056,,0.00566,0.00238,0.00371,,0.00412,0.94,0.99,1.0,1.0,1.0,,,1.0,,263.64,LCL,,AFR,African
HG03110,NG29,ESN,Esan in Nigeria,female,child,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,AFR,African
HG03111,NG30,ESN,Esan in Nigeria,female,mother,,,,,,,,,,,,,,,,,,,,,,,,,,,BGI,ILLUMINA,24319889100.0,8.15,BGI,ILLUMINA,12754612300.0,0.94671,0.00374,0.004379999999999999,,0.0043,0.0011300000000000001,0.00215,,0.0022600000000000003,0.84,0.87,1.0,1.0,1.0,,,1.0,,107.33,LCL,,AFR,African
HG03112,NG30,ESN,Esan in Nigeria,male,father,,,,,,,,,,,,,,,,,,,,,,,,,,,BGI,ILLUMINA,26021519900.0,8.71,BGI,ILLUMINA,17767178100.0,0.9515680000000001,0.00282,0.0035299999999999997,,0.0036200000000000004,5e-05,4e-05,,0.00018,0.84,0.89,1.0,1.0,1.0,,,1.0,,110.38,LCL,,AFR,African
HG03113,NG30,ESN,Esan in Nigeria,female,child,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,AFR,African
HG03114,NG31,ESN,Esan in Nigeria,female,mother,,,,,,,,,,,,,,,,,,,,,,,,,,,BI,ILLUMINA,33982226892.0,10.21,BI,ILLUMINA,9561070104.0,0.9198799999999999,0.00409,0.0053,,0.00519,0.00185,0.00328,,0.00351,0.94,1.03,1.0,1.0,1.0,,,1.0,,55.16,LCL,,AFR,African
HG03115,NG31,ESN,Esan in Nigeria,male,father,,,,,,,,,,,,,,,,,,,,,,,,,,,BI,ILLUMINA,37758142798.0,11.33,BI,ILLUMINA,9154926408.0,0.9169299999999999,0.00449,0.005370000000000001,,0.00556,0.0022600000000000003,0.0034700000000000004,,0.00374,1.01,1.01,1.0,1.0,1.0,,,1.0,,158.11,LCL,,AFR,African
HG03116,NG31,ESN,Esan in Nigeria,female,child,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,AFR,African
HG03117,NG32,ESN,Esan in Nigeria,female,mother,,,,,,,,,,,,,,,,,,,,,,,,,,,SC,ILLUMINA,27973897300.0,9.83,BI,ILLUMINA,5141173368.0,0.87985,0.01957,0.02188,,0.02189,0.00109,0.00185,,0.002,0.85,1.22,1.0,1.0,1.0,,,1.0,,323.3,LCL,,AFR,African
HG03118,NG32,ESN,Esan in Nigeria,male,father,,,,,,,,,,,,,,,,,,,,,,,,,,,SC,ILLUMINA,18730912100.0,6.57,BI,ILLUMINA,5435989908.0,0.885884,0.01847,0.019969999999999998,,0.019809999999999998,2.9999999999999997e-05,0.0007700000000000001,,0.0012,0.85,1.18,1.0,1.0,1.0,,,1.0,,105.35,LCL,,AFR,African
HG03119,NG32,ESN,Esan in Nigeria,female,child,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,AFR,African
HG03120,NG33,ESN,Esan in Nigeria,male,father,,,,,,,,,,,,,,,,,,,,,,,,,,,BI,ILLUMINA,33799193177.0,10.26,BI,ILLUMINA,9305061824.0,0.908691,0.00475,0.00611,,0.00613,0.00235,0.0034799999999999996,,0.00387,0.94,1.17,1.0,1.0,1.0,,,1.0,,135.97,LCL,,AFR,African
HG03121,NG33,ESN,Esan in Nigeria,female,mother,,,,,,,,,,,,,,,,,,,,,,,,,,,BI,ILLUMINA,32088596981.0,9.66,BI,ILLUMINA,9408495620.0,0.919009,0.007790000000000001,0.00907,,0.00893,0.00487,0.007859999999999999,,0.007809999999999999,0.95,1.08,1.0,1.0,1.0,,,1.0,,62.9,LCL,,AFR,African
HG03122,NG33,ESN,Esan in Nigeria,male,child,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,AFR,African
HG03123,NG34,ESN,Esan in Nigeria,female,mother,,,,,,,,,,,,,,,,,,,,,,,,,,,BI,ILLUMINA,38242381541.0,11.45,BI,ILLUMINA,8945121340.0,0.867079,0.006379999999999999,0.00796,,0.00795,0.00232,0.00365,,0.00364,1.02,1.21,1.0,1.0,1.0,,,1.0,,79.17,LCL,,AFR,African
HG03124,NG34,ESN,Esan in Nigeria,male,father,,,,,,,,,,,,,,,,,,,,,,,,,,,BI,ILLUMINA,32332251401.0,10.04,BI,ILLUMINA,7205744300.0,0.911267,0.00442,0.00475,,0.00477,0.00295,0.00419,,0.00443,1.31,1.22,1.0,1.0,1.0,,,1.0,,41.9,LCL,,AFR,African
HG03125,NG34,ESN,Esan in Nigeria,female,child,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,AFR,African
HG03126,NG35,ESN,Esan in Nigeria,female,mother,,,,,,,,,,,,,,,,,,,,,,,,,,,BGI,ILLUMINA,20353745800.0,6.9,BGI,ILLUMINA,14802752900.0,0.9537329999999999,0.00323,0.0037600000000000003,,0.0037700000000000003,0.00027,0.0013,,0.00115,0.84,0.87,1.0,1.0,1.0,,,1.0,,79.59,LCL,,AFR,African
HG03127,NG35,ESN,Esan in Nigeria,male,father,,,,,,,,,,,,,,,,,,,,,,,,,,,BGI,ILLUMINA,28613711000.0,9.65,BGI,ILLUMINA,16156694800.0,0.9556879999999999,0.00607,0.00658,,0.00674,0.00114,0.00161,,0.00182,0.84,0.87,1.0,1.0,1.0,,,1.0,,100.96,LCL,,AFR,African
HG03128,NG35,ESN,Esan in Nigeria,male,child,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,AFR,African
HG03129,NG36,ESN,Esan in Nigeria,female,mother,,,,,,,,,,,,,,,,,,,,,,,,,,,SC,ILLUMINA,21826479000.0,7.67,BI,ILLUMINA,4423616936.0,0.8634219999999999,0.01989,0.02301,,0.0228,0.0003,0.0009,,0.0014,0.85,1.21,1.0,1.0,1.0,,,1.0,,60.78,LCL,,AFR,African
HG03130,NG36,ESN,Esan in Nigeria,male,father,,,,,,,,,,,,,,,,,,,,,,,,,,,SC,ILLUMINA,15317254500.0,5.37,BI,ILLUMINA,5078053924.0,0.881281,0.02012,0.0241,,0.02331,5e-05,0.00107,,0.00264,0.85,1.22,1.0,1.0,1.0,,,1.0,,41.44,LCL,,AFR,African
HG03131,NG36,ESN,Esan in Nigeria,male,child,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,AFR,African
HG03132,NG37,ESN,Esan in Nigeria,female,mother,,,,,,,,,,,,,,,,,,,,,,,,,,,BI,ILLUMINA,27867962218.0,8.73,BI,ILLUMINA,6655850784.0,0.9051680000000001,0.004520000000000001,0.00445,,0.00457,0.00212,0.004,,0.004,1.35,1.17,1.0,1.0,1.0,,,1.0,,46.55,LCL,,AFR,African
HG03133,NG37,ESN,Esan in Nigeria,male,father,,,,,,,,,,,,,,,,,,,,,,,,,,,BI,ILLUMINA,38714345855.0,11.77,BI,ILLUMINA,8797316388.0,0.911062,0.0044,0.00566,,0.005679999999999999,0.00246,0.00346,,0.00359,0.95,1.12,1.0,1.0,1.0,,,1.0,,295.66,LCL,,AFR,African
HG03134,NG37,ESN,Esan in Nigeria,male,child,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,AFR,African
HG03135,NG38,ESN,Esan in Nigeria,female,mother,,,,,,,,,,,,,,,,,,,,,,,,,,,BI,ILLUMINA,30553107313.0,9.53,BI,ILLUMINA,6411535332.0,0.900159,0.00426,0.00441,,0.00411,0.00209,0.0034100000000000003,,0.00325,1.33,1.2,1.0,1.0,1.0,,,1.0,,57.29,LCL,,AFR,African
HG03136,NG38,ESN,Esan in Nigeria,male,father,,,,,,,,,,,,,,,,,,,,,,,,,,,BI,ILLUMINA,29352369419.0,9.14,BI,ILLUMINA,6718072364.0,0.8966790000000001,0.00494,0.0052,,0.00519,0.00236,0.00325,,0.0034200000000000003,1.32,1.26,1.0,1.0,1.0,,,1.0,,93.65,LCL,,AFR,African
HG03137,NG38,ESN,Esan in Nigeria,male,child,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,AFR,African
HG03139,NG39,ESN,Esan in Nigeria,male,father,,,,,,,,,,,,,,,,,,,,,,,,,,,BGI,ILLUMINA,20942436800.0,7.1,BGI,ILLUMINA,13845552400.0,0.951997,0.00252,0.00299,,0.00298,5.9999999999999995e-05,0.00047000000000000004,,0.00065,0.84,0.88,1.0,1.0,1.0,,,1.0,,65.19,LCL,,AFR,African
HG03140,NG39,ESN,Esan in Nigeria,female,child,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,AFR,African
HG03157,NG45,ESN,Esan in Nigeria,male,father,,,,,,,,,,,,,,,,,,,,,,,,,,,BGI,ILLUMINA,18628681200.0,6.32,BGI,ILLUMINA,14847080100.0,0.9556389999999999,0.00296,0.00366,,0.0036899999999999997,,0.00023999999999999998,,0.00074,0.82,0.87,1.0,1.0,1.0,,,1.0,,81.5,LCL,,AFR,African
HG03158,NG45,ESN,Esan in Nigeria,female,child,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,AFR,African
HG03159,NG46,ESN,Esan in Nigeria,female,mother,,,,,,,,,,,,,,,,,,,,,,,,,,,SC,ILLUMINA,16696534700.0,5.89,BI,ILLUMINA,5293401748.0,0.88756,0.02613,0.02822,,0.028069999999999998,1e-05,0.00179,,0.00179,0.84,1.27,1.0,1.0,1.0,,,1.0,,29.25,LCL,,AFR,African
HG03160,NG46,ESN,Esan in Nigeria,male,father,,,,,,,,,,,,,,,,,,,,,,,,,,,SC,ILLUMINA,15489144500.0,5.45,BI,ILLUMINA,4285081172.0,0.859576,0.020880000000000003,0.021419999999999998,,0.02139,0.00022999999999999998,0.00187,,0.00345,0.84,0.9,1.0,1.0,1.0,,,1.0,,37.25,LCL,,AFR,African
HG03161,NG46,ESN,Esan in Nigeria,male,child,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,AFR,African
HG03162,NG47,ESN,Esan in Nigeria,female,mother,,,,,,,,,,,,,,,,,,,,,,,,,,,SC,ILLUMINA,19805899000.0,6.99,BI,ILLUMINA,6084817944.0,0.8971129999999999,0.018969999999999997,0.02058,,0.0206,5e-05,0.00067,,0.00101,0.84,1.19,1.0,1.0,1.0,,,1.0,,160.85,LCL,,AFR,African
HG03163,NG47,ESN,Esan in Nigeria,male,father,,,,,,,,,,,,,,,,,,,,,,,,,,,SC,ILLUMINA,21956923100.0,7.7,BI,ILLUMINA,5194385604.0,0.8794799999999999,0.02244,0.027039999999999998,,0.02667,0.00022,0.00067,,0.00146,0.84,1.18,1.0,1.0,1.0,,,1.0,,495.31,LCL,,AFR,African
HG03164,NG47,ESN,Esan in Nigeria,female,child,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,AFR,African
HG03166,NG48,ESN,Esan in Nigeria,male,father,,,,,,,,,,,,,,,,,,,,,,,,,,,BGI,ILLUMINA,25463587800.0,8.54,BGI,ILLUMINA,14449504900.0,0.954044,0.00316,0.0035299999999999997,,0.0035700000000000003,0.00033,0.00082,,0.00115,0.86,0.87,1.0,1.0,1.0,,,1.0,,895.0,LCL,,AFR,African
HG03167,NG48,ESN,Esan in Nigeria,male,child,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,AFR,African
HG03168,NG49,ESN,Esan in Nigeria,female,mother,,,,,,,,,,,,,,,,,,,,,,,,,,,SC,ILLUMINA,27884082100.0,9.81,BI,ILLUMINA,5365095132.0,0.8870469999999999,0.02245,0.024130000000000002,,0.02418,0.00114,0.00209,,0.00232,0.84,1.17,1.0,1.0,1.0,,,1.0,,142.63,LCL,,AFR,African
HG03169,NG49,ESN,Esan in Nigeria,male,father,,,,,,,,,,,,,,,,,,,,,,,,,,,SC,ILLUMINA,16312829500.0,5.74,BI,ILLUMINA,5172316572.0,0.8802610000000001,0.021240000000000002,0.02334,,0.02333,2.9999999999999997e-05,0.00074,,0.0017,0.85,1.22,1.0,1.0,1.0,,,1.0,,289.64,LCL,,AFR,African
HG03170,NG49,ESN,Esan in Nigeria,male,child,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,AFR,African
HG03171,HG03171,ESN,Esan in Nigeria,female,unrel,,,,,,,,,,,,,,,,,,,,,,,,,,,SC,ILLUMINA,24408923400.0,,BI,ILLUMINA,5669515108.0,,0.02416,0.026289999999999997,,0.027989999999999998,0.0005099999999999999,0.00164,,0.9999600000000001,0.84,1.21,,,,,,1.0,,,LCL,,AFR,African
HG03172,NG50,ESN,Esan in Nigeria,male,father,,,,,,,,,,,,,,,,,,,,,,,,,,,SC,ILLUMINA,22677480600.0,7.97,BI,ILLUMINA,5446561812.0,0.8855299999999999,0.01641,0.016040000000000002,,0.01585,0.0005,0.0011,,0.00157,0.84,1.2,1.0,1.0,1.0,,,1.0,,51.22,LCL,,AFR,African
HG03173,NG50,ESN,Esan in Nigeria,male,child,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,AFR,African
HG03175,NG51,ESN,Esan in Nigeria,male,father,,,,,,,,,,,,,,,,,,,,,,,,,,,BGI,ILLUMINA,21703675300.0,7.37,BGI,ILLUMINA,14272815100.0,0.954456,0.0025800000000000003,0.0035399999999999997,,0.0035399999999999997,0.0001,0.00073,,0.0008300000000000001,0.83,0.89,1.0,1.0,1.0,,,1.0,,73.48,LCL,,AFR,African
HG03176,NG51,ESN,Esan in Nigeria,male,child,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,AFR,African
HG03189,NG56,ESN,Esan in Nigeria,female,mother,,,,,,,,,,,,,,,,,,,,,,,,,,,BGI,ILLUMINA,22004464800.0,7.51,BGI,ILLUMINA,14924942000.0,0.9537260000000001,0.00547,0.00685,,0.00674,4e-05,0.00054,,0.00054,0.84,0.88,1.0,1.0,1.0,,,1.0,,223.75,LCL,,AFR,African
HG03190,NG56,ESN,Esan in Nigeria,male,father,,,,,,,,,,,,,,,,,,,,,,,,,,,BGI,ILLUMINA,21148571900.0,7.15,BGI,ILLUMINA,15962596000.0,0.957831,0.00324,0.004079999999999999,,0.00404,,0.00011999999999999999,,0.00044,0.84,0.88,1.0,1.0,1.0,,,1.0,,44.86,LCL,,AFR,African
HG03191,NG56,ESN,Esan in Nigeria,male,child,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,AFR,African
HG03193,NG57,ESN,Esan in Nigeria,male,father,,,,,,,,,,,,,,,,,,,,,,,,,,,BGI,ILLUMINA,22248340500.0,7.44,BGI,ILLUMINA,16352879400.0,0.9578,0.00448,0.00517,,0.005379999999999999,0.00043,0.00132,,0.00148,0.84,0.86,1.0,1.0,1.0,,,1.0,,133.4,LCL,,AFR,African
HG03194,NG57,ESN,Esan in Nigeria,male,child,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,AFR,African
HG03195,NG58,ESN,Esan in Nigeria,female,mother,,,,,,,,,,,,,,,,,,,,,,,,,,,SC,ILLUMINA,23999981000.0,8.45,BI,ILLUMINA,5275194200.0,0.883616,0.02758,0.02843,,0.028489999999999998,0.00049,0.0012699999999999999,,0.00146,0.85,1.26,1.0,1.0,1.0,,,1.0,,118.72,LCL,,AFR,African
HG03196,NG58,ESN,Esan in Nigeria,male,father,,,,,,,,,,,,,,,,,,,,,,,,,,,SC,ILLUMINA,24430475700.0,8.6,BI,ILLUMINA,5979605900.0,0.890774,0.015590000000000001,0.015309999999999999,,0.01553,0.00025,0.00081,,0.00105,0.85,0.85,1.0,1.0,1.0,,,1.0,,67.97,LCL,,AFR,African
HG03197,NG58,ESN,Esan in Nigeria,male,child,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,AFR,African
HG03198,NG59,ESN,Esan in Nigeria,female,mother,,,,,,,,,,,,,,,,,,,,,,,,,,,SC,ILLUMINA,21192482400.0,7.46,BI,ILLUMINA,5098426028.0,0.8808540000000001,0.01624,0.01998,,0.019790000000000002,0.0005099999999999999,0.00213,,0.00235,0.86,1.2,1.0,1.0,1.0,,,1.0,,46.75,LCL,,AFR,African
HG03199,NG59,ESN,Esan in Nigeria,male,father,,,,,,,,,,,,,,,,,,,,,,,,,,,SC,ILLUMINA,12697090200.0,4.47,BI,ILLUMINA,5331327724.0,0.889443,0.01804,0.01905,,0.018940000000000002,2e-05,0.0019399999999999999,,0.004079999999999999,0.85,1.16,1.0,1.0,1.0,,,1.0,,123.0,LCL,,AFR,African
HG03200,NG59,ESN,Esan in Nigeria,female,child,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,AFR,African
HG03202,NG60,ESN,Esan in Nigeria,male,father,,,,,,,,,,,,,,,,,,,,,,,,,,,BGI,ILLUMINA,27674035400.0,9.28,BGI,ILLUMINA,11230900200.0,0.937277,0.00392,0.00451,,0.00446,0.0006799999999999999,0.00117,,0.0014,0.84,0.86,1.0,1.0,1.0,,,1.0,,86.79,LCL,,AFR,African
HG03203,NG60,ESN,Esan in Nigeria,female,child,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,AFR,African
